Codigo;Nome;Unidade;Periodo;Inicio;Ultimo;Fonte;Especial
2266;Receitas do Tesouro Nacional (Fluxos) - Receita fiscal;u.m.c. (milhões);M;31/01/1985;01/12/2014;MF-STN;N
2267;Receitas do Tesouro Nacional (Fluxos) - Receita operações ofic. créditos e remuneração das disponib. no Banco do Brasil;u.m.c. (milhões);M;31/01/1988;01/12/2014;MF-STN;N
2268;Receitas do Tesouro Nacional (Fluxos) - Total;u.m.c. (milhões);M;31/01/1985;01/12/2014;MF-STN;N
2269;Despesas do Tesouro Nacional (Fluxos) - Pessoal e encargos;u.m.c. (milhões);M;31/01/1986;01/12/2014;MF-STN;N
2270;Despesas do Tesouro Nacional (Fluxos) - Transferências a estados e municípios;u.m.c. (milhões);M;31/01/1986;01/12/2014;MF-STN;N
2271;Despesas do Tesouro Nacional (Fluxos) - Outras vinculações;u.m.c. (milhões);M;31/01/1986;01/12/2014;MF-STN;N
2272;Despesas do Tesouro Nacional (Fluxos) - Encargos da dívida mobiliária da carteira do Bacen;u.m.c. (milhões);M;31/01/1986;01/12/2014;MF-STN;N
2273;Despesas do Tesouro Nacional (Fluxos) - Operações oficiais de crédito;u.m.c. (milhões);M;31/01/1988;01/12/2014;MF-STN;N
2274;Despesas do Tesouro Nacional (Fluxos) - Encargos da dívida contratada - Interna e externa;u.m.c. (milhões);M;31/01/1988;01/12/2014;MF-STN;N
2275;Despesas do Tesouro Nacional (Fluxos) - Custeio, investimento e restos a pagar;u.m.c. (milhões);M;31/01/1986;01/12/2014;MF-STN;N
2276;Despesas do Tesouro Nacional (Fluxos) - Total;u.m.c. (milhões);M;31/01/1986;01/12/2014;MF-STN;N
2277;Previdência social (Fluxos) - Receitas - Total;u.m.c. (mil);M;31/01/1996;01/12/2014;MPS;N
2278;Previdência social (Fluxos) - Receitas - Arrecadação;u.m.c. (mil);M;31/01/1996;01/12/2014;MPS;N
2279;Previdência social (Fluxos) - Receitas - Outras;u.m.c. (mil);M;31/01/1991;01/12/2014;MPS;N
2280;Previdência social (Fluxos) - Receitas - Antecipação do Tesouro Nacional;u.m.c. (mil);M;31/10/1998;01/12/2014;MPS;N
2281;Previdência social (Fluxos) - Receitas - Transferências da União;u.m.c. (mil);M;31/01/1991;01/12/2014;MPS;N
2282;Previdência social (Fluxos) - Despesas - Total;u.m.c. (mil);M;31/01/1996;01/12/2014;MPS;N
2283;Previdência social (Fluxos) - Despesas - Benefícios previdenciários;u.m.c. (mil);M;31/01/1996;01/12/2014;MPS;N
2284;Previdência social (Fluxos) - Despesas - Benefícios não previdenciários;u.m.c. (mil);M;31/01/1997;01/12/2014;MPS;N
2285;Previdência social (Fluxos) - Despesas - Outras;u.m.c. (mil);M;31/01/1991;01/12/2014;MPS;N
2286;Previdência social (Fluxos) - Despesas - Transferências a terceiros;u.m.c. (mil);M;31/01/1991;01/12/2014;MPS;N
2287;Previdência social - Saldo operacional;u.m.c. (mil);M;31/01/1991;01/12/2014;MPS;N
2288;Previdência social - Saldo previdenciário;u.m.c. (mil);M;31/01/1996;01/12/2014;MPS;N
2289;Receita dos estados (Fluxos) - Arrecadação de ICMS - Total Nacional;u.m.c. (mil);M;31/01/1992;01/07/2019;MF-Cotepe;N
2290;Receita dos estados e municípios (Fluxos) - Arrecadação de ICMS - Região Norte;u.m.c. (mil);M;31/01/1992;01/07/2019;MF-Cotepe;N
2291;Receita dos estados e municípios (Fluxos) - Arrecadação de ICMS - Região Nordeste;u.m.c. (mil);M;31/01/1992;01/07/2019;MF-Cotepe;N
2292;Receita dos estados e municípios (Fluxos) - Arrecadação de ICMS - Região Sudeste;u.m.c. (mil);M;31/01/1992;01/07/2019;MF-Cotepe;N
2293;Receita dos estados e municípios (Fluxos) - Arrecadação de ICMS - Região Sul;u.m.c. (mil);M;31/01/1992;01/07/2019;MF-Cotepe;N
2294;Receita dos estados e municípios (Fluxos) - Arrecadação de ICMS - Região Centro-Oeste;u.m.c. (mil);M;31/01/1992;01/07/2019;MF-Cotepe;N
2295;Receita dos estados e municípios (Fluxos) - Transferências da União - Total;u.m.c. (mil);M;31/01/1991;01/08/2019;MF-STN;N
2296;Receita dos estados e municípios (Fluxos) - Transferências da União - Região Norte;u.m.c. (mil);M;31/01/1991;01/08/2019;MF-STN;N
2297;Receita dos estados e municípios (Fluxos) - Transferências da União - Região Nordeste;u.m.c. (mil);M;31/01/1991;01/08/2019;MF-STN;N
2298;Receita dos estados e municípios (Fluxos) - Transferências da União - Região Sudeste;u.m.c. (mil);M;31/01/1991;01/08/2019;MF-STN;N
2299;Receita dos estados e municípios (Fluxos) - Transferências da União - Região Sul;u.m.c. (mil);M;31/01/1991;01/08/2019;MF-STN;N
2300;Receita dos estados e municípios (Fluxos) - Transferências da União - Região Centro-Oeste;u.m.c. (mil);M;31/01/1991;01/08/2019;MF-STN;N
2731;Transações correntes (saldo) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2732;Balança comercial (saldo) - mensal;US$ (milhões);M;31/01/1959;01/02/2015;BCB-DSTAT;N
2733;Exportações de bens (fob) - mensal;US$ (milhões);M;31/01/1959;01/02/2015;BCB-DSTAT;N
2734;Importações de bens (fob) - mensal;US$ (milhões);M;31/01/1959;01/02/2015;BCB-DSTAT;N
2735;Serviços (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2736;Transportes (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2737;Transportes - Total (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2738;Transportes - Fretes (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2739;Transportes - Outros (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2740;Transportes - Total (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2741;Transportes - Fretes (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2742;Transportes - Outros (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2743;Viagens internacionais (líquido) - mensal;US$ (milhões);M;31/01/1969;01/02/2015;BCB-DSTAT;N
2744;Viagens internacionais - Total (receita) - mensal;US$ (milhões);M;31/01/1969;01/02/2015;BCB-DSTAT;N
2745;Viagens internacionais - Fins educacionais, culturais ou esportivos (receita) - mensal;US$ (milhões);M;01/01/1995;01/02/2015;BCB-DSTAT;N
2746;Viagens internacionais - Funcionários de governo (receita) - mensal;US$ (milhões);M;01/01/1995;01/02/2015;BCB-DSTAT;N
2747;Viagens internacionais - Negócios (receita) - mensal;US$ (milhões);M;01/01/1995;01/02/2015;BCB-DSTAT;N
2748;Viagens internacionais - Por motivos de saúde (receita) - mensal;US$ (milhões);M;01/01/1995;01/02/2015;BCB-DSTAT;N
2749;Viagens internacionais - Turismo (receita) - mensal;US$ (milhões);M;01/01/1995;01/02/2015;BCB-DSTAT;N
2750;Viagens internacionais - Cartões de crédito (receita) - mensal;US$ (milhões);M;31/05/1992;01/02/2015;BCB-DSTAT;N
2751;Viagens internacionais - Total (despesa) - mensal;US$ (milhões);M;31/01/1969;01/02/2015;BCB-DSTAT;N
2752;Viagens internacionais - Fins educacionais, culturais ou esportivos (despesa) - mensal;US$ (milhões);M;01/01/1995;01/02/2015;BCB-DSTAT;N
2753;Viagens internacionais - Funcionários de governo (despesa) - mensal;US$ (milhões);M;01/01/1995;01/02/2015;BCB-DSTAT;N
2754;Viagens internacionais - Negócios (despesa) - mensal;US$ (milhões);M;01/01/1995;01/02/2015;BCB-DSTAT;N
2755;Viagens internacionais - Por motivos de saúde (despesa) - mensal;US$ (milhões);M;01/01/1995;01/02/2015;BCB-DSTAT;N
2756;Viagens internacionais - Turismo (despesa) - mensal;US$ (milhões);M;01/01/1995;01/02/2015;BCB-DSTAT;N
2757;Viagens internacionais - Cartões de crédito (despesa) - mensal;US$ (milhões);M;31/05/1992;01/02/2015;BCB-DSTAT;N
2758;Seguros (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2759;Seguros (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2760;Seguros (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2761;Serviços governamentais (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2762;Serviços governamentais (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2763;Serviços governamentais (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2764;Serviços financeiros (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2765;Serviços financeiros (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2766;Serviços financeiros (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2767;Computação e informação (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2768;Computação e informação (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2769;Computação e informação (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2770;Royalties e licenças (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2771;Royalties e licenças (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2772;Royalties e licenças (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2773;Aluguel de equipamentos (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2774;Aluguel de equipamentos (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2775;Aluguel de equipamentos (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2776;Serviços de comunicações (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2777;Serviços de comunicações (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2778;Serviços de comunicações (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2779;Serviços de construção (líquido) - mensal;US$ (milhões);M;31/05/1992;01/02/2015;BCB-DSTAT;N
2780;Serviços de construção (receita) - mensal;US$ (milhões);M;31/05/1992;01/02/2015;BCB-DSTAT;N
2781;Serviços de construção (despesa) - mensal;US$ (milhões);M;31/05/1992;01/02/2015;BCB-DSTAT;N
2782;Serviços relativos ao comércio (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2783;Serviços relativos ao comércio (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2784;Serviços relativos ao comércio (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2785;Serviços empresariais, profissionais e técnicos (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2786;Serviços empresariais, profissionais e técnicos - Total (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2787;Serviços empresariais, profissionais e técnicos - Encomendas postais (receita) - mensal;US$ (milhões);M;30/06/1992;01/02/2015;BCB-DSTAT;N
2788;Serviços empresariais, profissionais e técnicos - Honorário de profissional liberal (receita) - mensal;US$ (milhões);M;31/01/1992;01/01/2014;BCB-DSTAT;N
2789;Serviços empresariais, profissionais e técnicos - Instal/manut escritórios, administrativos e aluguel imóveis (receita) - mensal;US$ (milhões);M;31/01/1980;01/01/2014;BCB-DSTAT;N
2790;Serviços empresariais, profissionais e técnicos - Participação em feiras e exposições (receita) - mensal;US$ (milhões);M;30/06/1989;01/01/2014;BCB-DSTAT;N
2791;Serviços empresariais, profissionais e técnicos - Passe de atleta profissional (receita) - mensal;US$ (milhões);M;31/01/1992;01/02/2015;BCB-DSTAT;N
2792;Serviços empresariais, profissionais e técnicos - Publicidade (receita) - mensal;US$ (milhões);M;31/01/1980;01/01/2014;BCB-DSTAT;N
2793;Serviços empresariais, profissionais e técnicos - Serviços de arquitetura, engenharia e outros técnicos (receita) - mensal;US$ (milhões);M;31/01/1980;01/01/2014;BCB-DSTAT;N
2794;Serviços empresariais, profissionais e técnicos - Serviços implantação/instalação de projeto técnico-econômico (receita) - mensal;US$ (milhões);M;31/01/1995;01/01/2014;BCB-DSTAT;N
2795;Serviços empresariais, profissionaise técnicos - Total (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
3499;Importações (Fob) - Senegal;US$;M;31/01/1989;01/08/2019;MDIC/Secex;N
2797;Serviços empresariais, profissionais e técnicos - Encomendas postais (despesa) - mensal;US$ (milhões);M;30/06/1992;01/02/2015;BCB-DSTAT;N
2798;Serviços empresariais, profissionais e técnicos - Honorário de profissional liberal (despesa) - mensal;US$ (milhões);M;31/01/1992;01/01/2014;BCB-DSTAT;N
2799;Serviços empresariais, profissionais e técnicos - Instal/manut escritórios, administrativos e aluguel imóveis (despesa) - mensal;US$ (milhões);M;31/01/1980;01/01/2014;BCB-DSTAT;N
2800;Serviços empresariais, profissionais e técnicos - Participação em feiras e exposições (despesa) - mensal;US$ (milhões);M;30/06/1989;01/01/2014;BCB-DSTAT;N
2801;Serviços empresariais, profissionais e técnicos - Passe de atleta profissional (despesa) - mensal;US$ (milhões);M;31/01/1992;01/02/2015;BCB-DSTAT;N
2802;Serviços empresariais, profissionais e técnicos - Publicidade (despesa) - mensal;US$ (milhões);M;31/01/1980;01/01/2014;BCB-DSTAT;N
2803;Serviços empresariais, profissionais e técnicos - Serviços de arquitetura, engenharia e outros técnicos (despesa) - mensal;US$ (milhões);M;31/01/1980;01/01/2014;BCB-DSTAT;N
2804;Serviços empresariais, profissionais e técnicos - Serviços implantação/instalação de projeto técnico-econômico (despesa) - mensal;US$ (milhões);M;31/01/1995;01/01/2014;BCB-DSTAT;N
2805;Serviços pessoais, culturais e recreação (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2806;Serviços pessoais, culturais e recreação - Total (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2807;Serviços pessoais, culturais e recreação - Audiovisual (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2808;Serviços pessoais, culturais e recreação - Eventos cultural e esportivo (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2809;Serviços pessoais, culturais e recreação - Total (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2810;Serviços pessoais, culturais e recreação - Audiovisual (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2811;Serviços pessoais, culturais e recreação - Eventos cultural e esportivo (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2815;Rendas - Total (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2816;Rendas - Salário e ordenado (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2817;Rendas - Salário e ordenado (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2818;Rendas - Salário e ordenado (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2819;Rendas - Lucros e dividendos - inclusive lucros reinvestidos (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2820;Rendas - Lucros e dividendos - Exclusive lucros reinvestidos - Total (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2821;Rendas - Lucros e dividendos - Investimento direto (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2822;Rendas - Lucros e dividendos - Investimento em carteira (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2823;Rendas - Lucros e dividendos - Lucros reinvestidos no exterior (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2824;Rendas - Lucros e dividendos - Exclusive lucros reinvestidos - Total (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2825;Rendas - Lucros e dividendos - Investimento direto (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2826;Rendas - Lucros e dividendos - Investimento em carteira (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2827;Rendas - Lucros reinvestidos no Brasil (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2828;Rendas - Juros (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2829;Rendas - Juros - Total (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2830;Rendas - Juros empréstimo intercompanhia - Investimento direto (receita) - mensal;US$ (milhões);M;31/01/1982;01/02/2015;BCB-DSTAT;N
2831;Rendas - Juros títulos de renda fixa - Investimento em carteira (receita) - mensal;US$ (milhões);M;31/01/1982;01/02/2015;BCB-DSTAT;N
2832;Rendas - Juros outros investimentos (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2833;Rendas - Juros - Total (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2834;Rendas - Juros refinanciados outros investimentos (despesa) - mensal;US$ (milhões);M;31/08/1983;01/12/1994;BCB-DSTAT;N
2835;Rendas - Juros atrasados outros investimentos (despesa) - mensal;US$ (milhões);M;28/02/1983;01/12/1994;BCB-DSTAT;N
2836;Rendas - Juros pagos - Total (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2837;Rendas - Juros pagos empréstimo intercompanhia - Investimento direto (despesa) - mensal;US$ (milhões);M;31/01/1982;01/02/2015;BCB-DSTAT;N
2838;Rendas - Juros pagos títulos de renda fixa - Investimento em carteira (despesa) - mensal;US$ (milhões);M;31/01/1982;01/02/2015;BCB-DSTAT;N
2839;Rendas - Juros pagos outros investimentos (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2840;Transferências unilaterais correntes (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2841;Transferências unilaterais correntes (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2842;Transferências unilaterais correntes (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2843;Conta de capital (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2844;Transferências unilaterais de capital (líquido) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2845;Transferências unilaterais de capital (receita) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2846;Transferências unilaterais de capital (despesa) - mensal;US$ (milhões);M;31/01/1980;01/02/2015;BCB-DSTAT;N
2847;Bens não financeiros não produzidos (líquido) - mensal;US$ (milhões);M;31/01/2000;01/02/2015;BCB-DSTAT;N
2848;Bens não financeiros não produzidos - Cessão de marcas e patentes (receita) - mensal;US$ (milhões);M;31/01/2000;01/02/2015;BCB-DSTAT;N
2849;Bens não financeiros não produzidos - Cessão de marcas e patentes (despesa) - mensal;US$ (milhões);M;31/01/2000;01/02/2015;BCB-DSTAT;N
2850;Conta financeira (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2851;Investimento direto total (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2852;Investimento brasileiro direto - IBD (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2853;IBD - Participação no capital (aplicação) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2854;IBD - Participação no capital (regresso) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2855;IBD - Participação no capital - Reinvestimento (aplicação) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2856;IBD - Empréstimos intercompanhia de matriz no Brasil à filial no exterior (desembolso) - mensal;US$ (milhões);M;31/01/1999;01/02/2015;BCB-DSTAT;N
2857;IBD - Empréstimos intercompanhia de matriz no Brasil à filial no exterior (amortização recebida) - mensal;US$ (milhões);M;31/01/1999;01/02/2015;BCB-DSTAT;N
2858;IBD - Empréstimos intercompanhia de filial no exterior à matriz no Brasil (ingresso) - mensal;US$ (milhões);M;31/01/1999;01/02/2015;BCB-DSTAT;N
2859;IBD - Empréstimos intercompanhia de filial no exterior à matriz no Brasil (amortização) - mensal;US$ (milhões);M;31/01/1999;01/02/2015;BCB-DSTAT;N
2860;Investimento estrangeiro direto - IED (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2861;IED - Participação no capital - Moeda exclusive privatização (ingresso) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2862;IED - Participação no capital - Moeda - Privatização (ingresso) - mensal;US$ (milhões);M;31/01/1996;01/02/2015;BCB-DSTAT;N
2863;IED - Participação no capital - Conversão (ingresso) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2865;IED - Participação no capital - Mercadoria (ingresso) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2866;IED - Participação no capital - Reinvestimento (ingresso) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2867;IED - Participação no capital (regresso) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2868;IED - Empréstimo intercompanhia de matriz no exterior à filial no Brasil (ingresso) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2869;IED - Empréstimo intercompanhia de matriz no exterior à filial no Brasil (amortização) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2870;IED - Empréstimo intercompanhia de filial no Brasil à matriz no exterior (desembolso) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2871;IED - Empréstimo intercompanhia de filial no Brasil à matriz no exterior (amortização recebida) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2872;Investimento em carteira - Total (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2873;Investimento brasileiro em carteira - IBC (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2874;IBC - Total ações e títulos de renda fixa (aplicação);US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2875;IBC - Ações de companhias estrangeiras BDR (aplicação) - mensal;US$ (milhões);M;31/01/1997;01/02/2015;BCB-DSTAT;N
2876;IBC - Ações de companhias estrangeiras exclusive BDR (aplicação) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2877;IBC - Títulos de renda fixa LP (aplicação) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2878;IBC - Títulos de renda fixa CP (aplicação) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2879;IBC - Ações e títulos de renda fixa - Total (retorno) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2880;IBC - Ações de companhias estrangeiras BDR (retorno) - mensal;US$ (milhões);M;31/01/1997;01/02/2015;BCB-DSTAT;N
2881;IBC - Ações de companhias estrangeiras exclusive BDR (retorno) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2882;IBC - Títulos de renda fixa LP (retorno) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2883;IBC - Títulos de renda fixa CP (retorno) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2884;Investimento estrangeiro em carteira - IEC (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2885;IEC - Ações de companhias brasileiras negociadas no país (ingresso) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2886;IEC - Ações de companhias brasileiras DR (ingresso) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2887;IEC - Ações de companhias brasileiras negociadas no país (saída) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2888;IEC - Ações de companhias brasileiras DR (saída) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2889;IEC - Renda fixa LP negociado no país (ingresso) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2890;IEC - Títulos de renda fixa LP negociado no exterior exclusive refinanciamento - Total (ingresso);US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2891;IEC - Títulos de renda fixa LP negociado no exterior - bônus - Refinanciamento (ingresso);US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2892;IEC - Títulos de renda fixa LP negociado no exterior - Refinanciamento (desconto);US$ (milhões);M;30/06/1997;01/02/2015;BCB-DSTAT;N
2893;IEC - Títulos de renda fixa LP negociado no país (saída);US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2894;IEC - Títulos de renda fixa LP negociado no exterior exclusive refinanciamento - Total (saída);US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2895;IEC - Títulos de renda fixa LP negociado no exterior - bônus - Valor de face - (amortização refinanciada);US$ (milhões);M;01/01/1995;01/02/2015;BCB-DSTAT;N
2897;IEC - Títulos de renda fixa CP negociado no país (ingresso);US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2898;IEC - Títulos de renda fixa CP negociado no exterior (ingresso);US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2899;IEC - Títulos de renda fixa CP negociado no país (saída);US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2900;IEC - Títulos de renda fixa CP negociado no exterior (saída);US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2901;Derivativos - Total (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2902;Derivativos - Ativos (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2903;Derivativos - Passivos (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2904;Outros investimentos - Total (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2905;Outros investimentos brasileiros - OIB - Total (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2906;OIB - Empréstimo e financiamento LP (desembolso) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2907;OIB - Empréstimo e financiamento LP (amortização recebida) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2908;OIB - Empréstimo e financiamento CP (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
2909;OIB - Moeda e depósito - Total (líquido) - mensal;US$ (milhões);M;31/01/1995;01/02/2015;BCB-DSTAT;N
