Codigo;Nome;Unidade;Periodo;Inicio;Ultimo;Fonte;Especial
6713;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Interna - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6714;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Interna - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6715;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Interna - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6716;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Interna - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6717;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Interna - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6718;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6719;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6720;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6721;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6722;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6723;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6724;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6725;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6726;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6727;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6728;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6729;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6730;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6731;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6732;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6733;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6734;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6735;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6736;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6737;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6738;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6739;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6740;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6741;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6742;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6743;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6744;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6745;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6746;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6747;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6748;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6749;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6750;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6751;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6752;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6753;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6754;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6755;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6756;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6757;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6758;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6759;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6760;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6761;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6762;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6763;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6764;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6765;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6766;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Governos estaduais;%;M;01/01/1998;01/12/2009;BCB-DSTAT;N
6767;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Governos municipais;%;M;01/01/1998;01/12/2009;BCB-DSTAT;N
6768;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6769;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6770;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6771;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6772;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6773;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6774;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6775;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6776;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6777;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6778;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6779;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6780;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6781;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6782;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6783;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6784;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6785;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6786;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6787;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6788;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6789;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6790;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6791;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6792;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6793;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6794;NFSP com desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6795;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6796;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6797;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6798;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6799;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6800;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6801;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6802;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6803;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6804;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6805;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6806;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6807;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6808;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6809;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6810;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6811;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6812;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6813;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6814;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6815;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6816;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6817;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6818;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6819;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6820;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6821;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6822;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6823;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6824;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6825;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6826;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6827;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6828;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6829;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6830;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6831;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6832;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6833;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6834;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6835;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6836;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6837;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6838;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6839;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6840;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6841;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6842;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6843;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6844;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6845;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6846;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6847;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6848;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6849;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6850;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6851;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6852;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6853;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6854;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6855;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6856;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6857;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6858;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6859;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6860;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6861;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6862;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6863;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6864;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Governos estaduais e municipais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6865;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Governos estaduais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6866;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Governos municipais;%;M;31/01/1998;01/12/2009;BCB-DSTAT;N
6867;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Empresas estatais;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6868;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Empresas estatais federais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6869;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Empresas estatais estaduais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6870;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Empresas estatais municipais;%;M;01/01/1996;01/12/2009;BCB-DSTAT;N
6871;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Setor público consolidado;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6872;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Governo Federal e Banco Central;%;M;31/01/1991;01/12/2009;BCB-DSTAT;N
6873;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Governo Federal;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
6874;NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Banco Central;%;M;31/01/1999;01/12/2009;BCB-DSTAT;N
