;ES=F;YM=F;NQ=F;RTY=F;ZB=F;ZN=F;ZF=F;ZT=F;GC=F;MGC=F;SI=F;SIL=F;PL=F;HG=F;PA=F;CL=F;HO=F;NG=F;RB=F;BZ=F;B0=F;ZC=F;ZO=F;KE=F;ZR=F;ZM=F;ZL=F;ZS=F;GF=F;HE=F;LE=F;CC=F;KC=F;CT=F;LBS=F;OJ=F;SB=F
2004-10-01;1130.25;10009.0;1490.0;;113.84380340576172;113.5625;111.375;105.88279724121094;428.5;;7.291999816894531;;833.0;1.347499966621399;212.1999969482422;51.7599983215332;1.4462000131607056;8.725000381469727;1.3324999809265137;;;202.5;142.75;347.0;678.0;153.89999389648438;21.5;527.5;113.83000183105469;67.44999694824219;87.8499984741211;1469.0;74.4000015258789;44.97999954223633;319.5;;8.600000381469727
2004-11-01;1174.0;10451.0;1573.0;;111.09380340576172;111.4531021118164;109.71880340576172;105.13279724121094;451.29998779296875;;7.7230000495910645;;872.2999877929688;1.4429999589920044;210.60000610351562;49.130001068115234;1.392699956893921;7.619999885559082;1.2640000581741333;;;192.5;168.0;341.0;749.0;154.1999969482422;20.6200008392334;534.75;103.94999694824219;79.07499694824219;85.0;1661.0;94.44999694824219;48.650001525878906;339.1000061035156;;8.84000015258789
2004-12-01;1213.75;10768.0;1628.5;;112.5;111.9375;109.53130340576172;104.7968978881836;437.5;;6.807000160217285;;863.7000122070312;1.4869999885559082;185.25;43.45000076293945;1.229699969291687;6.14900016784668;1.0887000560760498;;;204.75;156.25;338.0;718.0;162.60000610351562;20.610000610351562;547.75;101.80000305175781;76.4000015258789;89.8499984741211;1547.0;103.75;44.77000045776367;356.3999938964844;;9.039999961853027
2005-01-01;1181.75;10485.0;1524.0;;114.84380340576172;112.2656021118164;109.25;104.53130340576172;421.79998779296875;;6.736999988555908;;873.7999877929688;1.4630000591278076;190.39999389648438;48.20000076293945;1.3308000564575195;6.321000099182129;1.3177000284194946;;;197.0;167.25;325.5;667.0;153.8000030517578;19.360000610351562;514.75;100.5250015258789;73.7750015258789;91.0;1525.0;105.3499984741211;43.7599983215332;384.29998779296875;;9.220000267028809
2005-02-01;1204.0;10778.0;1513.0;;113.09380340576172;110.23999786376953;108.125;104.10160064697266;436.5;;7.359000205993652;;866.0;1.5;183.0500030517578;51.75;1.4914000034332275;6.730000019073486;1.2455999851226807;;;214.5;161.5;368.0;658.0;183.0;23.219999313354492;615.5;99.1500015258789;74.2249984741211;87.2249984741211;1715.0;119.1500015258789;50.29999923706055;418.5;;8.420000076293945
2005-03-01;1184.0;10520.0;1491.0;;111.375;109.2656021118164;107.09380340576172;103.7968978881836;428.70001220703125;;7.190999984741211;;870.5999755859375;1.5089999437332153;203.5500030517578;55.400001525878906;1.6576000452041626;7.6529998779296875;1.6548999547958374;;;213.0;157.75;338.0;707.0;187.0;22.899999618530273;627.5;107.67500305175781;68.69999694824219;92.0;1613.0;126.4000015258789;53.029998779296875;400.70001220703125;;8.699999809265137
2005-04-01;1158.5;10197.0;1425.5;;114.84380340576172;111.4218978881836;108.4531021118164;103.85160064697266;435.0;;6.9019999504089355;;868.5999755859375;1.4980000257492065;197.89999389648438;49.720001220703125;1.4357999563217163;6.585000038146973;1.493299961090088;;;204.75;138.75;341.0;742.0;194.5;22.59000015258789;619.25;108.67500305175781;78.1500015258789;93.92500305175781;1459.0;125.1500015258789;58.0;356.3999938964844;;8.609999656677246
2005-05-01;1192.25;10480.0;1545.0;;117.46880340576172;112.84380340576172;109.0781021118164;104.0468978881836;416.29998779296875;;7.443999767303467;;861.2999877929688;1.5049999952316284;182.4499969482422;51.970001220703125;1.4519000053405762;6.379000186920166;1.4694000482559204;;;222.0;135.75;337.25;734.5;214.6999969482422;23.149999618530273;680.25;112.67500305175781;72.0;90.0;1422.0;118.3499984741211;48.63999938964844;369.5;;8.760000228881836
2005-06-01;1195.5;10302.0;1503.0;;118.75;113.46880340576172;108.8906021118164;104.03130340576172;435.8999938964844;;7.0279998779296875;;883.5;1.5535000562667847;181.9499969482422;56.5;1.6190999746322632;6.980999946594238;1.572100043296814;;;212.25;151.25;328.0;640.0;207.0;23.610000610351562;651.75;109.42500305175781;65.5250015258789;82.7750015258789;1440.0;104.6500015258789;52.0;325.29998779296875;;9.34000015258789
2005-07-01;1236.75;10677.0;1611.5;;115.3125;110.9843978881836;107.2031021118164;103.24220275878906;429.8999938964844;;7.23799991607666;;897.9000244140625;1.6875;194.60000610351562;60.56999969482422;1.636199951171875;7.885000228881836;1.738700032234192;;;236.5;162.75;339.25;673.0;212.39999389648438;24.309999465942383;671.75;109.2249984741211;67.875;81.19999694824219;1479.0;103.1500015258789;50.9900016784668;302.8999938964844;;9.829999923706055
2005-08-01;1221.5;10502.0;1584.0;;118.375;112.9218978881836;108.53130340576172;103.65630340576172;433.79998779296875;;6.781000137329102;;894.5;1.6950000524520874;181.9499969482422;68.94000244140625;2.052999973297119;11.472000122070312;2.614500045776367;;;201.5;147.0;343.0;674.0;182.39999389648438;22.40999984741211;586.75;111.7750015258789;63.70000076293945;83.25;1350.0;97.75;48.150001525878906;297.0;;10.069999694824219
2005-09-01;1234.25;10612.0;1614.0;;114.40630340576172;109.9218978881836;106.8593978881836;103.0781021118164;469.0;;7.458000183105469;;930.2999877929688;1.8014999628067017;199.64999389648438;66.23999786376953;2.0673000812530518;13.920999526977539;2.1380999088287354;;;205.5;161.5;380.25;726.0;167.1999969482422;23.719999313354492;573.25;116.23999786376953;67.19999694824219;89.125;1413.0;93.44999694824219;51.5;304.8999938964844;;10.949999809265137
2005-10-01;1209.75;10410.0;1586.5;;111.96880340576172;108.4531021118164;105.8906021118164;102.60160064697266;465.1000061035156;;7.550000190734863;;942.4000244140625;1.8960000276565552;227.14999389648438;59.7599983215332;1.7697999477386475;12.204999923706055;1.5261000394821167;;;196.25;158.75;371.25;712.0;169.6999969482422;22.860000610351562;564.75;115.8499984741211;61.67499923706055;88.5;1351.0;96.6500015258789;51.869998931884766;310.5;;11.329999923706055
2005-11-01;1251.0;10833.0;1675.0;;112.28130340576172;108.7343978881836;106.1093978881836;102.625;494.6000061035156;;8.279999732971191;;952.5;2.075000047683716;255.5;57.31999969482422;1.6164000034332275;12.630000114440918;1.4249000549316406;;;187.5;185.0;369.0;753.5;171.8000030517578;21.049999237060547;558.0;116.9000015258789;62.5;93.44999694824219;1408.0;93.0;49.189998626708984;326.5;;12.430000305175781
2005-12-01;1254.75;10744.0;1659.0;;114.1875;109.40630340576172;106.34380340576172;102.6718978881836;517.0999755859375;;8.819999694824219;;973.0;2.1614999771118164;263.45001220703125;61.040000915527344;1.7280000448226929;11.225000381469727;1.7400000095367432;;;215.75;195.0;387.0;793.5;197.3000030517578;21.299999237060547;602.0;115.25;65.2750015258789;92.44999694824219;1504.0;107.0999984741211;54.189998626708984;359.0;;14.680000305175781
2006-01-01;1283.5;10860.0;1719.5;;112.84375;108.4375;105.734375;102.421875;570.7999877929688;;9.850000381469727;;1066.699951171875;2.2355000972747803;296.95001220703125;67.91999816894531;1.801900029182434;9.315999984741211;1.7558000087738037;;;218.75;192.0;397.5;849.5;185.0;22.350000381469727;594.25;109.82499694824219;55.95000076293945;;1484.0;118.19999694824219;55.720001220703125;355.79998779296875;;18.020000457763672
2006-02-01;1282.5;11002.0;1674.5;;113.09375;108.0;105.234375;102.1796875;561.5999755859375;;9.720000267028809;;;2.185499906539917;289.29998779296875;61.40999984741211;1.7120000123977661;6.714000225067139;1.5442999601364136;;;228.0;182.0;439.0;822.0;174.1999969482422;23.59000015258789;580.25;106.875;61.474998474121094;90.1500015258789;1450.0;111.80000305175781;56.0;330.5;;16.739999771118164
2006-03-01;1307.5;11195.0;1720.0;;109.15625;106.390625;104.4375;101.921875;581.7999877929688;;11.479999542236328;;1059.4000244140625;2.48799991607666;336.79998779296875;66.62999725341797;1.861799955368042;7.210000038146973;2.064500093460083;;;236.0;173.5;418.5;856.0;174.60000610351562;22.790000915527344;571.5;101.4749984741211;57.349998474121094;79.5;1489.0;107.0;52.650001525878906;324.8999938964844;;17.899999618530273
2006-04-01;1316.0;11427.0;1711.0;;106.84375;105.578125;104.15625;101.8671875;651.7999877929688;;13.510000228881836;;1163.300048828125;3.3355000019073486;377.04998779296875;71.87999725341797;2.0129001140594482;6.554999828338623;2.2100000381469727;;;238.25;188.25;429.75;822.0;172.89999389648438;25.540000915527344;587.25;100.5250015258789;67.9749984741211;79.19999694824219;1501.0;107.19999694824219;49.900001525878906;344.70001220703125;;17.1299991607666
2006-05-01;1272.0;11188.0;1583.0;;106.40625;105.078125;103.6875;101.5625;642.5;;12.39799976348877;;1246.800048828125;3.7165000438690186;347.25;71.29000091552734;1.9605000019073486;6.383999824523926;2.2873001098632812;;;251.25;182.0;487.75;912.0;172.39999389648438;25.15999984741211;579.5;109.125;68.07499694824219;79.69999694824219;1473.0;98.94999694824219;50.939998626708984;301.29998779296875;;15.460000038146973
2006-06-01;1279.5;11247.0;1591.5;;106.65625;104.859375;103.4375;101.359375;613.5;;10.90999984741211;;1246.699951171875;3.4625000953674316;309.5;73.9800033569336;1.9642000198364258;6.085000038146973;2.3931000232696533;;;235.5;212.75;499.75;920.0;174.60000610351562;26.360000610351562;594.75;115.19999694824219;72.55000305175781;84.55000305175781;1646.0;99.5;49.75;294.5;;15.789999961853027
2006-07-01;1281.75;11230.0;1518.75;;108.28125;106.03125;104.21875;101.734375;634.2000122070312;;11.324999809265137;;1242.0;3.609999895095825;;74.4000015258789;1.967900037765503;8.211000442504883;2.349600076675415;;;239.0;189.5;492.75;921.0;162.60000610351562;26.719999313354492;579.5;114.32499694824219;68.55000305175781;83.7249984741211;1486.0;99.3499984741211;53.45000076293945;273.0;;14.90999984741211
2006-08-01;1305.5;11391.0;1583.0;;110.6875;107.421875;105.015625;102.015625;625.9000244140625;;12.899999618530273;;;3.4690001010894775;343.20001220703125;70.26000213623047;1.954200029373169;6.047999858856201;1.8207000494003296;;;232.0;182.0;475.75;849.0;157.1999969482422;25.209999084472656;542.25;116.94999694824219;66.9000015258789;90.2249984741211;1420.0;104.0;53.04999923706055;288.5;;11.800000190734863
2006-09-01;1345.5;11749.0;1671.25;;112.40625;108.0625;105.421875;102.109375;598.5999755859375;;11.449999809265137;;1141.199951171875;3.4590001106262207;316.20001220703125;62.90999984741211;1.6845999956130981;5.619999885559082;1.5631999969482422;;;262.5;206.25;496.0;966.5;161.89999389648438;23.770000457763672;547.5;112.9000015258789;63.625;90.6500015258789;1472.0;107.6500015258789;49.29999923706055;240.60000610351562;;10.850000381469727
2006-10-01;1383.25;12119.0;1742.75;;112.65625;108.21875;105.5625;102.203125;604.0999755859375;;12.211999893188477;;1076.699951171875;3.3359999656677246;320.5;58.72999954223633;1.586899995803833;7.533999919891357;1.4465999603271484;;;320.75;234.0;516.0;949.0;189.60000610351562;26.829999923706055;630.25;103.9749984741211;64.94999694824219;90.4000015258789;1484.0;108.25;49.279998779296875;243.89999389648438;;11.550000190734863
2006-11-01;1403.0;12247.0;1794.75;;114.375;109.109375;106.0;102.28125;646.9000244140625;;13.925000190734863;;1150.5999755859375;3.1714999675750732;329.3500061035156;63.130001068115234;1.8133000135421753;8.843999862670898;1.7023999691009521;;;377.0;256.75;534.0;998.0;193.39999389648438;29.18000030517578;685.5;97.875;61.67499923706055;85.69999694824219;1483.0;119.69999694824219;48.900001525878906;266.6000061035156;;12.369999885559082
2006-12-01;1428.5;12539.0;1775.0;;111.4375;107.46875;105.0625;101.9296875;635.2000122070312;;12.817999839782715;;1139.300048828125;2.8540000915527344;326.3999938964844;61.04999923706055;1.5979000329971313;6.298999786376953;1.6021000146865845;;;390.25;271.0;509.75;1013.0;191.89999389648438;29.260000228881836;683.5;99.5999984741211;61.70000076293945;90.42500305175781;1635.0;126.19999694824219;56.189998626708984;268.0;;11.75
2007-01-01;1443.0;12660.0;1802.5;;110.125;106.75;104.53125;101.796875;652.0;;13.513999938964844;;1180.699951171875;2.5834999084472656;340.54998779296875;58.13999938964844;1.6546000242233276;7.666999816894531;1.5009000301361084;;;404.0;257.25;488.75;1010.5;207.39999389648438;29.34000015258789;719.5;95.8499984741211;64.5250015258789;90.2249984741211;1617.0;117.6500015258789;54.0;251.6999969482422;;10.600000381469727
2007-02-01;1409.0;12274.0;1765.5;;113.0;108.5625;105.78125;102.2734375;669.4000244140625;;14.100000381469727;;1193.0;2.7330000400543213;351.1000061035156;61.790000915527344;1.780400037765503;7.300000190734863;1.847599983215332;;;425.25;253.0;516.0;1022.0;224.39999389648438;30.25;773.25;101.5999984741211;67.75;94.44999694824219;1720.0;117.69999694824219;55.54999923706055;253.3000030517578;;11.3100004196167
2007-03-01;1431.25;12440.0;1790.75;;111.25;108.125;105.71875;102.3671875;663.0;;13.390000343322754;;1248.300048828125;3.1435000896453857;354.3500061035156;65.87000274658203;1.8794000148773193;7.730000019073486;2.1115000247955322;;;374.5;276.5;456.5;1008.0;211.8000030517578;32.47999954223633;761.25;108.75;63.849998474121094;97.5999984741211;1953.0;109.25;53.56999969482422;240.5;;9.880000114440918
2007-04-01;1488.5;13116.0;1879.25;;111.75;108.328125;105.828125;102.359375;680.5;;13.444999694824219;;1303.5999755859375;3.5415000915527344;;65.70999908447266;1.9134999513626099;7.86299991607666;2.440500020980835;;;358.0;261.0;484.75;995.0;192.8000030517578;33.349998474121094;728.5;109.55000305175781;75.5999984741211;97.2750015258789;1815.0;103.1500015258789;47.25;232.1999969482422;;9.239999771118164
2007-05-01;1533.0;13650.0;1932.25;;109.15625;106.390625;104.359375;101.7421875;661.0;;13.409000396728516;;;3.3935000896453857;368.0;64.01000213623047;1.882699966430664;7.934999942779541;2.251199960708618;;;390.25;281.0;504.0;1021.0;216.89999389648438;35.709999084472656;806.25;111.42500305175781;75.07499694824219;91.1500015258789;1883.0;111.9000015258789;51.04999923706055;277.79998779296875;;9.34000015258789
2007-06-01;1515.5;13517.0;1956.0;;107.75;105.703125;104.03125;101.796875;648.0999755859375;;12.352999687194824;;1279.0;3.4535000324249268;364.1499938964844;70.68000030517578;2.031899929046631;6.7729997634887695;2.2941999435424805;;;329.5;278.5;596.5;1039.0;229.1999969482422;36.630001068115234;850.0;111.55000305175781;71.2249984741211;85.5;2054.0;111.0;58.5;279.79998779296875;;9.069999694824219
2007-07-01;1462.0;13275.0;1945.75;;110.0625;107.421875;105.46875;102.46875;666.9000244140625;;12.949999809265137;;1300.5999755859375;3.6535000801086426;381.0;78.20999908447266;2.0999999046325684;6.190999984741211;2.1407999992370605;77.05000305175781;;325.75;261.25;629.0;1042.5;215.60000610351562;37.7599983215332;834.0;117.3499984741211;73.32499694824219;94.875;1942.0;114.30000305175781;63.0;279.5;;10.329999923706055
2007-08-01;1476.75;13364.0;1994.75;;111.78125;109.484375;106.78125;103.03125;673.0;;12.062999725341797;;1271.5999755859375;3.4110000133514404;333.5;74.04000091552734;2.0422000885009766;5.4679999351501465;2.0518999099731445;72.69000244140625;;324.0;242.0;721.0;1085.0;239.8000030517578;36.540000915527344;868.0;117.5250015258789;66.82499694824219;94.0999984741211;1868.0;112.6500015258789;58.869998931884766;261.0;;9.479999542236328
2007-09-01;1538.0;13994.0;2114.0;;111.34375;109.28125;107.328125;103.4921875;742.7999877929688;;13.793999671936035;;1395.199951171875;3.630500078201294;341.8999938964844;81.66000366210938;2.2379000186920166;6.869999885559082;2.0683000087738037;79.16999816894531;;373.0;289.75;929.25;1173.0;276.29998779296875;39.4900016784668;991.25;116.30000305175781;58.900001525878906;96.94999694824219;2036.0;128.64999389648438;62.04999923706055;248.6999969482422;;9.5600004196167
2007-10-01;1555.0;13936.0;2252.5;;112.59375;110.015625;107.34375;103.5546875;792.0;;14.376999855041504;;1468.0;3.4679999351501465;;94.52999877929688;2.5078001022338867;8.329999923706055;2.3399999141693115;90.62999725341797;;375.5;287.75;832.0;1185.0;279.6000061035156;42.310001373291016;1010.0;108.44999694824219;53.875;94.80000305175781;1945.0;121.3499984741211;64.08000183105469;228.5;;9.979999542236328
2007-11-01;1483.75;13422.0;2094.5;;117.1875;113.921875;110.375;105.015625;782.2000122070312;;13.963000297546387;;;3.1570000648498535;348.6499938964844;88.70999908447266;2.529599905014038;7.302000045776367;2.2590999603271484;88.26000213623047;;384.5;269.5;907.0;1287.0;288.29998779296875;45.63999938964844;1080.0;107.69999694824219;54.900001525878906;93.8499984741211;1978.0;125.94999694824219;58.20000076293945;254.39999389648438;;9.75
2007-12-01;1477.25;13328.0;2104.75;;116.375;113.390625;110.453125;105.0;834.9000244140625;;14.79699993133545;;1528.4000244140625;3.0304999351501465;365.04998779296875;95.9800033569336;2.644399881362915;7.482999801635742;2.475800037384033;93.8499984741211;;455.5;306.75;913.5;1355.0;331.5;48.849998474121094;1199.0;105.0999984741211;57.875;96.25;2035.0;136.1999969482422;68.01000213623047;234.5;;10.819999694824219
2008-01-01;1379.5;12614.0;1847.75;;119.3125;116.71875;113.0;106.609375;922.7000122070312;;16.947999954223633;;1736.9000244140625;3.2894999980926514;;91.75;2.5344998836517334;8.074000358581543;2.3090999126434326;92.20999908447266;;501.25;329.25;967.25;1482.0;341.5;53.720001220703125;1274.5;99.69999694824219;58.474998474121094;90.9000015258789;2326.0;138.14999389648438;67.79000091552734;216.39999389648438;;12.359999656677246
2008-02-01;1331.25;12306.0;1748.25;;119.6875;118.6875;114.828125;107.65625;972.0999755859375;;19.808000564575195;;2155.699951171875;3.8519999980926514;571.9500122070312;101.83999633789062;2.8396999835968018;9.366000175476074;2.5123000144958496;100.0999984741211;;546.0;422.0;1170.0;1800.0;375.70001220703125;68.1500015258789;1522.0;103.6500015258789;59.95000076293945;93.55000305175781;2754.0;164.60000610351562;79.66000366210938;219.1999969482422;;14.270000457763672
2008-03-01;1324.0;12257.0;1790.5;;118.79688262939453;118.953125;114.234375;107.546875;916.2000122070312;;17.274999618530273;;2024.4000244140625;3.8635001182556152;452.5;101.58000183105469;3.0492000579833984;10.10099983215332;2.616300106048584;100.30000305175781;;567.25;371.25;965.0;1969.0;322.29998779296875;51.47999954223633;1197.25;99.30000305175781;57.07500076293945;87.42500305175781;2321.0;127.4000015258789;69.33999633789062;222.10000610351562;;11.6899995803833
2008-04-01;1386.0;12807.0;1923.25;;116.89063262939453;115.8125;111.984375;106.34375;862.7999877929688;;16.50200080871582;;1970.5999755859375;3.934000015258789;;113.45999908447266;3.177000045776367;10.843000411987305;2.9312000274658203;111.36000061035156;;600.25;377.0;864.0;2148.0;336.6000061035156;57.66999816894531;1301.75;105.9749984741211;73.75;91.6500015258789;2882.0;134.5500030517578;68.73999786376953;210.3000030517578;;10.649999618530273
2008-05-01;1400.5;12637.0;2035.25;;114.46875;113.953125;110.78125;105.84375;887.2999877929688;;16.82699966430664;;;3.628000020980835;435.0;127.3499984741211;3.6598000526428223;11.70300006866455;3.408900022506714;127.77999877929688;;599.25;382.0;802.0;1910.0;341.5;61.310001373291016;1363.5;116.0250015258789;77.75;96.5250015258789;2723.0;133.89999389648438;65.73999786376953;246.3000030517578;;10.020000457763672
2008-06-01;1281.0;11339.0;1846.0;;115.59375;113.234375;111.0;106.0234375;926.2000122070312;;17.420000076293945;;2069.5;3.8954999446868896;464.75;140.0;3.902899980545044;13.352999687194824;3.501499891281128;139.8300018310547;;724.75;444.0;883.0;2021.0;434.0;66.04000091552734;1605.0;111.7249984741211;73.19999694824219;100.9749984741211;3245.0;150.89999389648438;71.4000015258789;242.0;;12.039999961853027
2008-07-01;1267.0;11359.0;1853.75;;115.5;114.828125;111.3359375;106.0;913.9000244140625;;17.75;;1750.300048828125;3.7165000438690186;383.3500061035156;124.08000183105469;3.438699960708618;9.119000434875488;3.0480000972747803;123.9800033569336;;587.5;377.5;814.75;1658.0;379.6000061035156;58.2599983215332;1395.75;113.80000305175781;79.625;98.4000015258789;2858.0;139.35000610351562;71.6500015258789;253.0;;13.930000305175781
2008-08-01;1282.5;11541.0;1875.0;;118.1875;116.6875;112.453125;106.46875;829.2999877929688;;13.607000350952148;;;3.429500102996826;303.79998779296875;115.45999908447266;3.1819000244140625;7.942999839782715;3.0099000930786133;114.05000305175781;;568.25;345.25;818.75;1890.0;367.3999938964844;53.400001525878906;1332.0;111.1500015258789;68.42500305175781;101.7750015258789;2864.0;141.89999389648438;67.52999877929688;252.0;;12.760000228881836
2008-09-01;1169.0;10861.0;1594.25;;117.17188262939453;114.625;112.234375;107.3515625;874.2000122070312;;12.230999946594238;;1015.0999755859375;2.888000011444092;224.5500030517578;100.63999938964844;2.863600015640259;7.438000202178955;2.4846999645233154;98.16999816894531;;487.5;316.0;712.0;1889.5;279.3999938964844;44.0;1045.0;104.0;68.57499694824219;98.9000015258789;2558.0;130.4499969482422;55.5;226.8000030517578;;12.359999656677246
2008-10-01;967.25;9298.0;1337.0;;113.125;113.078125;113.2578125;107.4140625;716.7999877929688;;9.729999542236328;;811.0999755859375;1.843999981880188;198.5500030517578;67.80999755859375;2.0062999725341797;6.7829999923706055;1.4413000345230103;65.31999969482422;;401.5;231.5;573.0;1504.5;273.0;33.599998474121094;925.25;98.625;54.79999923706055;93.75;2053.0;113.0;44.290000915527344;188.60000610351562;;12.020000457763672
2008-11-01;895.25;8821.0;1186.0;;128.5625;122.890625;119.34375;109.1875;816.2000122070312;;10.1850004196167;;;1.6234999895095825;192.60000610351562;54.43000030517578;1.673699975013733;6.510000228881836;1.1461999416351318;53.4900016784668;;349.5;201.5;563.0;1321.0;256.0;32.58000183105469;883.0;91.69999694824219;59.5;87.375;2372.0;114.0999984741211;45.75;193.5;;11.899999618530273
2008-12-01;900.0;8727.0;1212.5;;138.046875;125.75;119.0546875;109.765625;883.5999755859375;;11.270000457763672;;936.2000122070312;1.3949999809265137;186.64999389648438;44.599998474121094;1.4056999683380127;5.622000217437744;1.0082000494003296;45.59000015258789;;407.0;210.0;630.0;1534.0;300.5;33.290000915527344;972.25;94.05000305175781;60.875;84.4749984741211;2665.0;112.05000305175781;49.02000045776367;169.39999389648438;;11.8100004196167
2009-01-01;822.5;7955.0;1179.25;;126.70313262939453;122.671875;118.171875;108.8125;927.2999877929688;;12.5600004196167;;960.0;1.4620000123977661;184.5;41.68000030517578;1.4537999629974365;4.416999816894531;1.2689000368118286;45.880001068115234;;379.0;205.0;601.0;1177.0;311.0;32.72999954223633;980.0;91.0;58.54999923706055;82.0;2771.0;118.9000015258789;49.40999984741211;148.10000610351562;;12.670000076293945
2009-02-01;734.25;7052.0;1117.0;;124.60938262939453;121.703125;117.5546875;108.859375;941.5;;13.085000038146973;;;1.5260000228881836;194.85000610351562;44.7599983215332;1.2659000158309937;4.197999954223633;1.2806999683380127;47.20000076293945;;350.75;184.5;552.0;1236.5;275.79998779296875;30.850000381469727;874.5;92.5999984741211;60.900001525878906;82.5250015258789;2508.0;109.44999694824219;42.060001373291016;147.0;;13.470000267028809
2009-03-01;794.75;7562.0;1237.5;;129.703125;124.078125;119.265625;109.125;922.5999755859375;;12.975000381469727;;1120.800048828125;1.8389999866485596;218.8000030517578;49.65999984741211;1.3437999486923218;3.7760000228881836;1.399999976158142;49.22999954223633;;404.75;193.0;573.25;1241.0;295.29998779296875;33.619998931884766;952.0;93.17500305175781;60.349998474121094;83.92500305175781;2605.0;115.75;46.470001220703125;171.3000030517578;;12.670000076293945
2009-04-01;870.0;8126.0;1393.5;;122.5625;120.9375;117.140625;108.7734375;890.7000122070312;;12.305000305175781;;1096.0999755859375;2.052999973297119;218.10000610351562;51.119998931884766;1.3147000074386597;3.372999906539917;1.4742000102996826;51.959999084472656;;396.25;194.0;576.25;1290.0;342.5;36.220001220703125;1070.0;99.57499694824219;58.099998474121094;87.55000305175781;2345.0;115.0;53.4900016784668;161.0;;14.050000190734863
2009-05-01;918.0;8488.0;1435.5;;119.09375;118.625;116.421875;108.984375;978.7999877929688;;15.600000381469727;;;2.197499990463257;236.0500030517578;66.30999755859375;1.6418999433517456;3.8350000381469727;1.930999994277954;65.5199966430664;;436.25;251.0;687.0;1234.5;382.5;39.04999923706055;1184.0;101.75;63.92499923706055;81.32499694824219;2588.0;137.39999389648438;56.970001220703125;191.6999969482422;;15.579999923706055
2009-06-01;915.5;8394.0;1476.25;;118.35938262939453;116.265625;115.7734375;108.9921875;927.0999755859375;;13.574000358581543;;1176.699951171875;2.257999897003174;247.0;69.88999938964844;1.718000054359436;3.8350000381469727;1.8971999883651733;69.30000305175781;;347.75;214.75;569.75;1223.0;412.29998779296875;35.02000045776367;1226.25;102.82499694824219;58.67499923706055;82.5250015258789;2487.0;117.30000305175781;53.29999923706055;191.0;;16.809999465942383
2009-07-01;984.5;9126.0;1602.0;;119.0;117.28125;115.3828125;108.2890625;953.7000122070312;;13.932999610900879;;1167.5999755859375;2.616499900817871;;69.44999694824219;1.7937999963760376;3.6530001163482666;2.044800043106079;71.69999694824219;;339.5;198.0;559.25;1376.5;361.0;35.060001373291016;1134.0;102.3499984741211;56.025001525878906;84.69999694824219;2892.0;127.8499984741211;57.93000030517578;196.10000610351562;;18.610000610351562
2009-08-01;1019.75;9486.0;1625.0;;120.9375;118.546875;116.515625;108.84375;951.7000122070312;;14.89799976348877;;;2.808000087738037;291.79998779296875;69.95999908447266;1.7791999578475952;2.9769999980926514;1.9859000444412231;69.6500015258789;;326.25;210.75;505.0;1385.5;382.5;34.9900016784668;1100.0;97.25;48.150001525878906;82.67500305175781;2772.0;120.9000015258789;57.7599983215332;176.8000030517578;;24.389999389648438
2009-09-01;1053.0;9653.0;1717.5;;121.375;118.328125;117.1640625;109.0078125;1008.0;;16.63599967956543;;1295.5999755859375;2.809000015258789;298.54998779296875;70.61000061035156;1.7960000038146973;4.841000080108643;1.7259000539779663;69.06999969482422;;344.0;233.0;476.5;1300.0;288.70001220703125;33.970001220703125;927.0;96.5;50.07500076293945;85.5999984741211;3140.0;127.80000305175781;61.34000015258789;168.6999969482422;;24.1200008392334
2009-10-01;1033.0;9664.0;1665.5;;120.15625;118.609375;116.453125;108.8046875;1039.699951171875;;16.246000289916992;;1297.4000244140625;2.947499990463257;316.75;77.0;1.9810999631881714;5.045000076293945;1.9431999921798706;75.19999694824219;;366.0;254.5;499.0;1436.0;297.0;36.400001525878906;978.0;94.80000305175781;56.70000076293945;81.6500015258789;3297.0;135.5;67.63999938964844;186.89999389648438;;22.809999465942383
2009-11-01;1094.75;10334.0;1767.5;;123.34375;121.171875;118.4609375;109.4765625;1181.0999755859375;;18.4950008392334;;1459.5;3.1484999656677246;363.54998779296875;77.27999877929688;2.0181000232696533;4.8480000495910645;2.0007998943328857;78.47000122070312;;402.75;254.5;560.5;1530.5;326.79998779296875;40.189998626708984;1060.5;92.94999694824219;58.599998474121094;83.19999694824219;3214.0;141.75;70.75;246.1999969482422;;22.639999389648438
2009-12-01;1110.75;10365.0;1858.75;;115.375;115.453125;115.4921875;108.71875;1095.199951171875;;16.82200050354004;;1460.0;3.327500104904175;407.25;79.36000061035156;2.118799924850464;5.572000026702881;2.052500009536743;77.93000030517578;;414.5;277.0;536.25;1456.5;313.8999938964844;40.349998474121094;1039.75;95.8499984741211;65.5999984741211;86.0;3289.0;135.9499969482422;75.5999984741211;205.0;;26.950000762939453
2010-01-01;1070.5;10017.0;1739.25;;118.8125;118.15625;116.4609375;108.9765625;1083.0;;16.183000564575195;;1501.300048828125;3.0460000038146973;416.5;72.88999938964844;1.902899980545044;5.13100004196167;1.9031000137329102;71.45999908447266;;356.5;228.0;487.0;1420.0;273.79998779296875;36.150001525878906;914.0;98.875;66.5;85.80000305175781;3184.0;131.6999969482422;69.02999877929688;248.5;;29.899999618530273
