;ES=F;YM=F;NQ=F;RTY=F;ZB=F;ZN=F;ZF=F;ZT=F;GC=F;MGC=F;SI=F;SIL=F;PL=F;HG=F;PA=F;CL=F;HO=F;NG=F;RB=F;BZ=F;B0=F;ZC=F;ZO=F;KE=F;ZR=F;ZM=F;ZL=F;ZS=F;GF=F;HE=F;LE=F;CC=F;KC=F;CT=F;LBS=F;OJ=F;SB=F
2011-07-01;1288.5;12088.0;2359.25;;128.125;125.6875;121.4453125;109.9609375;1628.300048828125;162.8300018310547;40.09199905395508;;1785.300048828125;4.473999977111816;826.7000122070312;95.69999694824219;3.0961999893188477;4.144999980926514;3.1129000186920166;116.73999786376953;;665.5;345.5;767.0;1611.5;351.6000061035156;55.650001525878906;1354.25;137.0500030517578;102.7750015258789;112.625;2974.0;239.5500030517578;102.08000183105469;248.5;;29.809999465942383
2011-08-01;1217.75;11603.0;2240.75;;137.3125;130.03125;123.5;110.265625;1828.5;182.92999267578125;41.69900131225586;;1856.199951171875;4.186999797821045;788.0999755859375;88.80999755859375;3.078200101852417;4.053999900817871;3.0320000648498535;114.8499984741211;;757.5;370.0;871.0;1768.0;380.79998779296875;58.54999923706055;1449.0;132.4499969482422;85.5;114.25;3098.0;289.1000061035156;105.87999725341797;241.60000610351562;;29.68000030517578
2011-09-01;1126.0;10841.0;2134.5;;142.625;130.09375;123.359375;110.1640625;1620.4000244140625;162.0399932861328;30.041000366210938;;1519.4000244140625;3.1449999809265137;614.0499877929688;79.19999694824219;2.794800043106079;3.6659998893737793;2.625999927520752;102.76000213623047;;592.5;328.0;704.0;1595.0;304.70001220703125;49.95000076293945;1179.0;140.52499389648438;93.375;122.1500015258789;2608.0;228.89999389648438;98.70999908447266;211.10000610351562;;26.34000015258789
2011-10-01;1249.25;11897.0;2356.0;;139.03125;129.0625;122.609375;110.140625;1724.199951171875;172.52000427246094;34.33700180053711;;1597.5999755859375;3.628999948501587;651.0499877929688;93.19000244140625;3.0429000854492188;3.934000015258789;2.642899990081787;109.55999755859375;;647.0;334.5;725.0;1664.0;316.1000061035156;51.16999816894531;1207.5;140.0500030517578;87.4749984741211;119.80000305175781;2696.0;226.9499969482422;102.29000091552734;224.1999969482422;;25.770000457763672
2011-11-01;1246.0;12035.0;2295.0;;141.625;130.15625;123.0078125;110.1953125;1745.5;174.5500030517578;32.73099899291992;;1559.800048828125;3.562999963760376;610.0;100.36000061035156;3.021399974822998;3.549999952316284;2.567699909210205;110.81999969482422;;601.25;343.75;651.0;1483.5;290.3999938964844;49.27000045776367;1131.25;146.02499389648438;88.17500305175781;121.5999984741211;2162.0;233.8000030517578;90.30999755859375;218.1999969482422;;23.690000534057617
2011-12-01;1252.5;12150.0;2274.5;;144.8125;131.125;123.515625;110.1953125;1565.800048828125;156.67999267578125;27.875;;1399.699951171875;3.43149995803833;655.5999755859375;98.83000183105469;2.934999942779541;2.989000082015991;2.686300039291382;107.37999725341797;;646.5;309.5;717.0;1460.5;309.3999938964844;52.09000015258789;1198.5;146.35000610351562;84.30000305175781;122.9000015258789;2109.0;226.85000610351562;91.80000305175781;247.10000610351562;;23.299999237060547
2012-01-01;1308.25;12577.0;2464.25;;145.4375;132.25;124.046875;110.375;1737.800048828125;173.77999877929688;33.233001708984375;;1585.5;3.7874999046325684;685.9500122070312;98.4800033569336;3.0627999305725098;2.503000020980835;2.887399911880493;110.9800033569336;;639.0;298.0;715.5;1400.0;319.29998779296875;50.869998931884766;1199.0;155.52499389648438;87.5250015258789;124.8499984741211;2291.0;215.0500030517578;93.25;248.1999969482422;;23.639999389648438
2012-02-01;1364.5;12937.0;2623.0;;143.09375;131.265625;123.296875;110.2109375;1709.9000244140625;171.1300048828125;34.58300018310547;;1691.0999755859375;3.870500087738037;706.6500244140625;107.06999969482422;3.187999963760376;2.615999937057495;3.04229998588562;122.66000366210938;;656.5;330.0;699.0;1420.5;351.20001220703125;54.09000015258789;1313.5;157.22500610351562;89.42500305175781;127.6500015258789;2383.0;203.14999389648438;89.86000061035156;265.79998779296875;;25.65999984741211
2012-03-01;1403.25;13142.0;2750.75;;137.75;129.484375;122.859375;110.1484375;1669.300048828125;166.92999267578125;32.46900177001953;;1638.300048828125;3.8239998817443848;653.1500244140625;103.0199966430664;3.1684000492095947;2.125999927520752;3.389899969100952;122.87999725341797;;644.0;341.25;697.5;1476.5;388.70001220703125;55.099998474121094;1403.0;148.8249969482422;83.42500305175781;120.44999694824219;2219.0;182.4499969482422;93.5199966430664;260.8999938964844;;24.709999084472656
2012-04-01;1393.5;13155.0;2719.25;;142.875;132.28125;123.796875;110.2734375;1663.4000244140625;1664.199951171875;30.958999633789062;;1567.699951171875;3.8334999084472656;681.75;104.87000274658203;3.1833999156951904;2.2850000858306885;3.1844000816345215;119.47000122070312;;660.25;336.75;649.25;1486.5;434.29998779296875;54.65999984741211;1503.0;149.8249969482422;83.67500305175781;118.75;2263.0;177.9499969482422;87.25;284.8999938964844;;21.170000076293945
2012-05-01;1309.25;12383.0;2524.0;;150.28125;134.90625;124.375;110.2578125;1562.5999755859375;1562.5999755859375;27.740999221801758;;1416.0999755859375;3.362499952316284;612.0999755859375;86.52999877929688;2.706199884414673;2.421999931335449;2.825000047683716;101.87000274658203;;555.25;280.75;665.0;1422.5;394.5;49.20000076293945;1340.0;156.8000030517578;89.80000305175781;117.0999984741211;2083.0;160.64999389648438;71.55000305175781;281.0;;19.420000076293945
2012-06-01;1356.5;12808.0;2609.75;;147.96875;133.375;124.109375;110.140625;1603.5;1604.199951171875;27.579999923706055;;1449.0999755859375;3.490000009536743;583.0499877929688;84.95999908447266;2.696000099182129;2.8239998817443848;2.7272000312805176;97.80000305175781;;672.5;336.0;738.5;1419.0;436.0;52.209999084472656;1512.75;151.4499969482422;96.625;116.55000305175781;2289.0;170.10000610351562;72.16000366210938;273.3999938964844;;21.809999465942383
2012-07-01;1374.5;12949.0;2636.5;;151.03125;134.65625;124.78125;110.3046875;1610.5;1610.5;27.895000457763672;;1415.4000244140625;3.4195001125335693;589.75;88.05999755859375;2.8417000770568848;3.2090001106262207;2.914599895477295;104.91999816894531;;806.5;380.25;892.5;1561.5;544.7000122070312;52.54999923706055;1721.0;138.625;92.94999694824219;118.875;2376.0;174.39999389648438;70.58000183105469;281.0;;22.639999389648438
2012-08-01;1405.0;13079.0;2771.0;;150.5;134.75;124.953125;110.265625;1684.5999755859375;1685.300048828125;31.3700008392334;;1536.300048828125;3.4539999961853027;627.9500122070312;96.47000122070312;3.169600009918213;2.7990000247955322;3.105600118637085;114.56999969482422;;802.75;388.5;880.75;1501.0;547.0999755859375;56.41999816894531;1764.5;144.60000610351562;74.17500305175781;118.07499694824219;2656.0;164.5500030517578;76.4800033569336;288.1000061035156;;19.780000686645508
2012-09-01;1434.25;13355.0;2792.0;;149.375;133.484375;124.8671875;110.2421875;1771.0999755859375;1771.0999755859375;34.516998291015625;;1665.300048828125;3.7730000019073486;639.6500244140625;92.19000244140625;3.1693999767303467;3.319999933242798;3.3420000076293945;112.38999938964844;;756.25;370.5;927.5;1547.5;487.0;52.18000030517578;1601.0;143.8000030517578;77.17500305175781;122.07499694824219;2516.0;173.5;69.1500015258789;279.0;;19.579999923706055
2012-10-01;1406.75;13030.0;2640.5;;149.3125;133.03125;124.25;110.1640625;1717.5;1719.0999755859375;32.28799819946289;;1576.0;3.5269999504089355;609.0;86.23999786376953;3.06820011138916;3.691999912261963;2.7618000507354736;108.69999694824219;;755.75;389.0;904.0;1483.0;482.20001220703125;50.15999984741211;1547.0;146.3000030517578;78.2750015258789;126.75;2388.0;154.64999389648438;70.06999969482422;318.79998779296875;;19.459999084472656
2012-11-01;1414.5;13008.0;2675.75;;151.40625;134.125;124.84375;110.2421875;1710.9000244140625;1710.9000244140625;33.20399856567383;;1603.0999755859375;3.629499912261963;686.25;88.91000366210938;3.041300058364868;3.561000108718872;2.761399984359741;111.2300033569336;;748.0;360.75;897.5;1527.0;442.3999938964844;49.40999984741211;1438.75;145.625;84.07499694824219;126.7249984741211;2538.0;142.10000610351562;72.6500015258789;340.1000061035156;;19.34000015258789
2012-12-01;1420.0;13027.0;2655.25;;147.5;132.78125;124.5625;110.2578125;1674.800048828125;1675.800048828125;30.17300033569336;;1538.699951171875;3.6410000324249268;702.6500244140625;91.81999969482422;3.045099973678589;3.3510000705718994;2.812000036239624;111.11000061035156;;698.25;347.5;831.0;1486.0;420.6000061035156;49.15999984741211;1418.75;151.39999389648438;85.7249984741211;129.89999389648438;2236.0;143.8000030517578;75.13999938964844;373.8999938964844;;19.510000228881836
2013-01-01;1493.25;13797.0;2725.0;;143.46875;131.28125;123.734375;110.2109375;1660.5999755859375;1660.5999755859375;31.334999084472656;;1673.9000244140625;3.7235000133514404;745.2999877929688;97.48999786376953;3.1298000812530518;3.3389999866485596;3.0257999897003174;115.55000305175781;;740.5;360.0;837.75;1550.5;426.3999938964844;52.86000061035156;1468.5;146.3000030517578;87.5999984741211;127.625;2205.0;146.9499969482422;82.94999694824219;352.70001220703125;;18.780000686645508
2013-02-01;1513.25;14038.0;2738.0;;145.28125;132.703125;124.375;110.2578125;1577.699951171875;1578.0999755859375;28.395000457763672;;1582.4000244140625;3.5274999141693115;732.5999755859375;92.05000305175781;2.97189998626709;3.4860000610351562;2.914599895477295;111.37999725341797;;719.5;391.75;747.0;1550.0;434.79998779296875;48.81999969482422;1474.25;142.0;81.0;128.0;2146.0;142.64999389648438;83.55999755859375;380.29998779296875;;18.3799991607666
2013-03-01;1562.75;14497.0;2811.0;;144.46875;131.984375;124.4453125;110.25;1594.800048828125;1594.800048828125;28.29199981689453;;1571.199951171875;3.3949999809265137;767.0999755859375;97.2300033569336;2.9154000282287598;4.02400016784668;3.115499973297119;110.0199966430664;;695.25;396.25;726.75;1536.0;404.6000061035156;50.11000061035156;1404.75;135.27499389648438;80.5999984741211;128.89999389648438;2170.0;137.14999389648438;88.45999908447266;391.20001220703125;;17.65999984741211
2013-04-01;1592.25;14773.0;2880.0;;148.375;133.359375;124.640625;110.3125;1472.199951171875;1472.0999755859375;24.143999099731445;;1505.4000244140625;3.1875;696.7000122070312;93.45999908447266;2.8733999729156494;4.3429999351501465;2.8008999824523926;102.37000274658203;;683.25;415.5;798.0;1485.5;428.29998779296875;49.130001068115234;1467.75;139.5500030517578;90.0999984741211;128.39999389648438;2368.0;134.9499969482422;85.52999877929688;345.5;;17.670000076293945
2013-05-01;1629.0;15100.0;2980.25;;141.0625;130.25;122.984375;110.1640625;1392.5999755859375;1392.5999755859375;22.22800064086914;;1460.5999755859375;3.2890000343322754;751.0499877929688;91.97000122070312;2.79229998588562;3.9839999675750732;2.7792000770568848;100.38999938964844;;662.0;374.25;751.0;1529.5;447.20001220703125;48.380001068115234;1510.0;144.3249969482422;95.625;121.30000305175781;2191.0;127.05000305175781;79.36000061035156;306.29998779296875;;16.549999237060547
2013-06-01;1599.25;14824.0;2901.25;;135.84375;126.5625;121.59375;110.09375;1223.800048828125;1223.699951171875;19.451000213623047;19.469999313354492;1336.9000244140625;3.05049991607666;659.2000122070312;96.55999755859375;2.8798000812530518;3.565000057220459;2.752000093460083;102.16000366210938;;679.25;401.25;676.25;1574.0;490.29998779296875;46.41999816894531;1564.5;149.4499969482422;101.2750015258789;118.1500015258789;2194.0;120.0;82.70999908447266;297.6000061035156;;16.3799991607666
2013-07-01;1680.5;15433.0;3083.0;;134.0625;126.4375;121.3671875;110.15625;1312.4000244140625;1312.4000244140625;19.617000579833984;19.628000259399414;1428.4000244140625;3.118499994277954;725.4500122070312;105.02999877929688;3.043100118637085;3.446000099182129;3.0441999435424805;107.69999694824219;;499.0;340.25;706.75;1582.5;435.1000061035156;42.09000015258789;1374.0;153.4250030517578;97.57499694824219;121.44999694824219;2298.0;118.5999984741211;85.62999725341797;310.5;;16.969999313354492
2013-08-01;1631.25;14795.0;3073.5;;133.34375;125.34375;120.5703125;110.0625;1396.0999755859375;1395.800048828125;23.46299934387207;23.46299934387207;1526.199951171875;3.2249999046325684;722.0999755859375;107.6500015258789;3.1396000385284424;3.5810000896453857;3.0183000564575195;114.01000213623047;;495.0;391.5;700.75;1580.5;468.20001220703125;43.88999938964844;1424.0;156.9250030517578;87.625;122.69999694824219;2413.0;112.0999984741211;83.69999694824219;320.3999938964844;;16.34000015258789
2013-09-01;1674.25;15046.0;3209.0;;133.375;126.390625;121.671875;110.1875;1326.5;1326.5;21.6560001373291;21.6560001373291;1408.0999755859375;3.321000099182129;726.1500244140625;102.33000183105469;2.9709999561309814;3.559999942779541;2.634700059890747;108.37000274658203;;441.5;319.25;739.5;1513.0;409.8999938964844;40.83000183105469;1282.75;164.10000610351562;91.9749984741211;127.8499984741211;2640.0;113.69999694824219;86.11000061035156;344.1000061035156;;17.479999542236328
2013-10-01;1751.0;15477.0;3369.0;;134.8125;127.359375;121.6875;110.2109375;1323.5999755859375;1323.699951171875;21.832000732421875;21.832000732421875;1445.9000244140625;3.2945001125335693;736.25;96.37999725341797;2.9677999019622803;3.5810000896453857;2.633699893951416;108.83999633789062;;428.25;330.25;740.5;1502.5;403.6000061035156;41.33000183105469;1280.25;165.3249969482422;89.17500305175781;134.5;2677.0;105.4000015258789;77.18000030517578;361.5;;18.31999969482422
2013-11-01;1804.0;16066.0;3487.5;;132.21875;126.640625;121.796875;110.2890625;1250.5999755859375;1250.5999755859375;19.981000900268555;19.981000900268555;1367.9000244140625;3.2304999828338623;718.0;92.72000122070312;3.047800064086914;3.9539999961853027;2.6840999126434326;109.69000244140625;;415.25;365.25;713.25;1596.0;456.6000061035156;40.220001220703125;1336.5;165.47500610351562;85.67500305175781;133.47500610351562;2791.0;110.25;78.13999938964844;364.79998779296875;;17.149999618530273
2013-12-01;1841.0;16494.0;3583.75;;128.3125;123.046875;120.359375;110.1640625;1201.9000244140625;1202.300048828125;19.339000701904297;19.339000701904297;1371.0999755859375;3.441499948501587;717.4000244140625;98.41999816894531;3.077199935913086;4.230000019073486;2.785799980163574;110.80000305175781;;422.0;354.25;640.5;1551.0;437.70001220703125;38.81999969482422;1312.5;166.6999969482422;85.42500305175781;134.5;2709.0;110.69999694824219;84.63999938964844;360.1000061035156;;16.40999984741211
2014-01-01;1776.5;15630.0;3514.0;;133.59375;125.75;120.625;110.1015625;1240.0999755859375;1240.0999755859375;19.104999542236328;19.104999542236328;1374.0999755859375;3.2204999923706055;703.0;97.48999786376953;3.279400110244751;4.942999839782715;2.62719988822937;106.4000015258789;;434.0;405.75;615.5;1540.0;426.1000061035156;37.63999938964844;1282.75;169.4250030517578;86.2249984741211;141.6750030517578;2911.0;125.19999694824219;85.83000183105469;353.79998779296875;;15.550000190734863
2014-02-01;1857.5;16307.0;3695.25;;134.59375;126.109375;120.90625;110.171875;1321.4000244140625;1321.5999755859375;21.20400047302246;21.20400047302246;1446.199951171875;3.2385001182556152;743.8499755859375;102.58999633789062;3.0892999172210693;4.609000205993652;2.789799928665161;109.06999969482422;;457.5;510.5;677.0;1537.5;467.8999938964844;41.52000045776367;1414.25;171.6999969482422;106.8499984741211;151.9499969482422;2935.0;179.8000030517578;86.58999633789062;350.0;;16.469999313354492
2014-03-01;1864.5;16373.0;3586.25;;133.21875;123.5;120.0078125;110.109375;1283.4000244140625;1283.4000244140625;19.733999252319336;19.733999252319336;1418.5;3.0464999675750732;777.5;101.58000183105469;2.931999921798706;4.370999813079834;2.9110000133514404;107.76000213623047;;502.0;399.0;764.0;1560.0;479.29998779296875;40.41999816894531;1464.0;177.02499389648438;126.0;145.85000610351562;2955.0;177.89999389648438;93.5199966430664;335.79998779296875;;17.770000457763672
2014-04-01;1878.0;16511.0;3573.25;;134.9375;124.421875;119.453125;109.9375;1295.5999755859375;1295.9000244140625;19.118999481201172;19.118999481201172;1426.5999755859375;3.0295000076293945;812.6500244140625;99.73999786376953;2.9349000453948975;4.815000057220459;3.007699966430664;108.06999969482422;;514.0;418.5;809.75;1561.5;503.8999938964844;41.880001068115234;1530.75;181.1999969482422;117.67500305175781;145.8249969482422;2974.0;203.0500030517578;94.13999938964844;335.8999938964844;;17.239999771118164
2014-05-01;1921.5;16704.0;3735.5;;138.25;126.328125;120.4921875;110.1328125;1245.5999755859375;1245.5999755859375;18.652999877929688;18.652999877929688;1454.699951171875;3.135999917984009;835.6500244140625;102.70999908447266;2.8845999240875244;4.541999816894531;2.996500015258789;109.41000366210938;;465.75;371.0;723.0;1498.5;500.20001220703125;38.5;1493.25;197.0500030517578;113.3499984741211;137.8000030517578;3071.0;177.5;86.2699966430664;312.29998779296875;;17.3799991607666
2014-06-01;1952.5;16740.0;3840.5;;137.1875;125.171875;120.1796875;110.0625;1321.800048828125;1322.0;21.006999969482422;21.006999969482422;1481.0;3.187999963760376;843.5499877929688;105.37000274658203;2.9707999229431152;4.460999965667725;3.0769999027252197;112.36000061035156;;424.25;338.0;710.5;1454.0;458.29998779296875;38.849998474121094;1400.5;212.77499389648438;132.64999389648438;153.0;3143.0;173.0;79.20999908447266;335.1000061035156;;16.6200008392334
2014-07-01;1924.75;16494.0;3884.75;;137.40625;124.609375;118.8359375;109.7109375;1281.300048828125;1281.300048828125;20.37299919128418;20.37299919128418;1465.699951171875;3.2230000495910645;874.6500244140625;98.16999816894531;2.8866000175476074;3.8410000801086426;2.8310999870300293;106.0199966430664;;357.0;354.5;625.75;1298.5;391.29998779296875;36.11000061035156;1224.5;220.6750030517578;118.0250015258789;157.9250030517578;3219.0;195.0500030517578;62.09000015258789;324.3999938964844;;16.459999084472656
2014-08-01;2001.5;17085.0;4082.0;;141.53125;126.328125;119.71875;109.8828125;1285.800048828125;1286.5;19.398000717163086;19.398000717163086;1426.699951171875;3.134999990463257;908.6500244140625;95.95999908447266;2.8568999767303467;4.065000057220459;2.7827000617980957;103.19000244140625;;359.0;362.25;626.25;1258.5;439.5;32.040000915527344;1089.5;218.64999389648438;98.125;155.89999389648438;3219.0;195.75;67.5999984741211;348.3999938964844;;15.489999771118164
2014-09-01;1965.5;16965.0;4044.75;;137.90625;124.640625;119.3125;109.8984375;1210.5;1210.5;17.006000518798828;17.006000518798828;1298.5;3.005500078201294;774.9500122070312;91.16000366210938;2.647200107574463;4.120999813079834;2.586899995803833;94.66999816894531;;320.75;335.5;558.0;1274.5;304.6000061035156;32.27000045776367;913.25;235.4250030517578;107.9749984741211;160.4499969482422;3300.0;193.35000610351562;61.959999084472656;332.8999938964844;;15.479999542236328
2014-10-01;2011.5;17311.0;4150.5;;141.09375;126.359375;119.4296875;109.78125;1171.0999755859375;1171.5999755859375;16.07699966430664;16.07699966430664;1236.199951171875;3.061000108718872;791.4500122070312;80.54000091552734;2.5144999027252197;3.872999906539917;2.1695001125335693;85.86000061035156;;376.75;336.25;593.75;1200.5;389.0;34.79999923706055;1046.5;234.14999389648438;88.0250015258789;169.5;2899.0;188.0;64.44999694824219;323.0;;16.040000915527344
2014-11-01;2066.25;17812.0;4338.25;;144.0625;127.65625;120.203125;109.9609375;1175.199951171875;1175.199951171875;15.48900032043457;15.48900032043457;1210.4000244140625;2.859999895095825;812.4000244140625;66.1500015258789;2.230799913406372;4.0879998207092285;1.9039000272750854;70.1500015258789;;375.75;294.5;637.0;1233.5;391.1000061035156;32.18000030517578;1016.0;231.0749969482422;90.32499694824219;168.875;2880.0;186.64999389648438;60.959999084472656;327.70001220703125;;15.59000015258789
2014-12-01;2052.5;17752.0;4232.75;;144.5625;126.796875;119.6015625;109.671875;1183.9000244140625;1184.0999755859375;15.5649995803833;15.5649995803833;1208.9000244140625;2.8385000228881836;798.4000244140625;53.27000045776367;1.84660005569458;2.8889999389648438;1.4352999925613403;57.33000183105469;;397.0;303.75;626.5;1149.0;364.6000061035156;31.969999313354492;1019.25;219.4499969482422;81.19999694824219;165.6999969482422;2910.0;166.60000610351562;60.27000045776367;331.1000061035156;;14.520000457763672
2015-01-01;1988.5;17097.0;4141.25;;151.28125;130.875;121.34375;109.8828125;1278.5;1278.5;17.191999435424805;17.191999435424805;1239.199951171875;2.5280001163482666;772.7000122070312;48.2400016784668;1.6863000392913818;2.690999984741211;1.4151999950408936;52.9900016784668;;370.0;275.5;540.25;1057.0;329.8999938964844;30.0;961.0;205.1999969482422;67.4749984741211;154.85000610351562;2693.0;161.89999389648438;59.36000061035156;321.79998779296875;;14.789999961853027
2015-02-01;2102.75;18127.0;4442.5;;147.03125;128.421875;119.9921875;109.703125;1212.5999755859375;1213.0999755859375;16.51300048828125;16.51300048828125;1186.699951171875;2.7160000801086426;818.4500122070312;49.7599983215332;2.2988998889923096;2.7339999675750732;1.7676000595092773;62.58000183105469;;384.5;290.5;534.5;1047.0;353.70001220703125;32.79999923706055;1030.75;201.89999389648438;67.4749984741211;158.0;3102.0;136.75;64.7300033569336;297.20001220703125;;13.930000305175781
2015-03-01;2060.75;17703.0;4329.5;;163.875;128.90625;120.8828125;109.9140625;1183.0999755859375;1183.0999755859375;16.58099937438965;16.58099937438965;1142.5999755859375;2.746999979019165;735.0;47.599998474121094;1.717900037765503;2.640000104904175;1.7799999713897705;55.11000061035156;;376.25;264.75;559.25;1087.5;326.79998779296875;30.389999389648438;973.25;218.125;62.42499923706055;161.3249969482422;2699.0;132.89999389648438;63.099998474121094;278.20001220703125;;11.930000305175781
2015-04-01;2079.0;17759.0;4408.25;;159.59375;128.375;120.1328125;109.6328125;1182.4000244140625;1182.4000244140625;16.124000549316406;16.124000549316406;1139.9000244140625;2.8864998817443848;776.5;59.630001068115234;1.9763000011444092;2.750999927520752;2.0497000217437744;66.77999877929688;;362.5;239.75;490.25;1003.0;318.8999938964844;31.510000228881836;978.5;217.5500030517578;76.94999694824219;159.5;2943.0;136.5500030517578;68.12000274658203;256.29998779296875;;12.979999542236328
2015-05-01;2106.0;18009.0;4511.0;;157.1875;128.3125;120.2578125;109.734375;1189.4000244140625;1189.4000244140625;16.68400001525879;16.68400001525879;1111.0;2.759500026702881;776.75;60.29999923706055;1.955299973487854;2.6419999599456787;2.0857999324798584;65.55999755859375;;351.5;234.0;498.75;951.0;305.70001220703125;33.33000183105469;934.0;222.9499969482422;83.82499694824219;152.3249969482422;3085.0;126.1500015258789;64.3499984741211;274.1000061035156;;11.979999542236328
2015-06-01;2054.5;17523.0;4390.25;;150.84375;126.171875;119.9375;109.7578125;1171.5;1171.800048828125;15.550999641418457;15.550999641418457;1078.5999755859375;2.623500108718872;671.6500244140625;59.470001220703125;1.8866000175476074;2.8320000171661377;2.089600086212158;63.59000015258789;;414.0;253.25;593.25;1016.5;359.5;33.560001373291016;1056.25;214.72500610351562;76.19999694824219;147.85000610351562;3275.0;130.64999389648438;67.51000213623047;288.29998779296875;;12.279999732971191
2015-07-01;2098.5;17614.0;4585.0;;155.9375;127.4375;119.84375;109.53125;1094.9000244140625;1094.9000244140625;14.746000289916992;14.746000289916992;984.0;2.367500066757202;610.3499755859375;47.119998931884766;1.5839999914169312;2.7160000801086426;1.840999960899353;52.209999084472656;;371.0;241.25;492.25;1151.5;354.6000061035156;29.979999542236328;980.75;210.72500610351562;78.5;145.6999969482422;3209.0;125.25;64.01000213623047;252.10000610351562;;11.140000343322754
2015-08-01;1969.25;16508.0;4271.75;;156.125;127.640625;119.8125;109.4609375;1131.5999755859375;1132.0;14.57699966430664;14.57699966430664;1010.0999755859375;2.3380000591278076;601.5499877929688;49.20000076293945;1.6735999584197998;2.688999891281128;1.6404000520706177;54.150001525878906;;363.75;235.5;463.75;1188.0;320.8999938964844;27.920000076293945;897.5;201.8249969482422;68.0250015258789;145.5;3102.0;120.55000305175781;63.7400016784668;234.1999969482422;;10.6899995803833
2015-09-01;1908.75;16172.0;4163.0;;157.34375;128.734375;120.8359375;109.71875;1115.5;1115.5;14.512999534606934;14.512999534606934;907.2000122070312;2.3454999923706055;651.0;45.09000015258789;1.5125999450683594;2.5239999294281006;1.3894000053405762;48.369998931884766;;387.75;226.75;501.75;1320.0;308.29998779296875;27.100000381469727;892.0;178.1750030517578;73.5250015258789;124.67500305175781;3114.0;121.3499984741211;59.4900016784668;229.1999969482422;;12.170000076293945
2015-10-01;2073.75;17594.0;4643.25;;156.4375;127.6875;119.7734375;109.328125;1141.5;1141.4000244140625;15.565999984741211;15.565999984741211;988.5999755859375;2.313499927520752;677.0499877929688;46.59000015258789;1.499400019645691;2.321000099182129;1.4049999713897705;49.560001373291016;;382.25;227.25;493.75;1161.0;304.3999938964844;28.200000762939453;883.75;190.89999389648438;59.20000076293945;139.25;3259.0;120.94999694824219;63.31999969482422;253.6999969482422;;14.520000457763672
2015-11-01;2079.75;17714.0;4668.75;;155.40625;127.015625;119.2109375;109.0390625;1065.800048828125;1065.800048828125;14.050000190734863;14.050000190734863;832.2999877929688;2.0445001125335693;541.9500122070312;41.650001525878906;1.336899995803833;2.234999895095825;1.3587000370025635;44.61000061035156;;365.0;248.75;457.0;1190.5;284.6000061035156;29.100000381469727;881.0;162.75;58.42499923706055;130.0500030517578;3327.0;116.9000015258789;61.29999923706055;245.8000030517578;;14.930000305175781
2015-12-01;2035.5;17341.0;4587.75;;153.75;125.90625;118.84375;108.8515625;1060.300048828125;1060.199951171875;13.774999618530273;13.774999618530273;891.7000122070312;2.125499963760376;560.7999877929688;37.040000915527344;1.1007000207901;2.3369998931884766;1.2670999765396118;37.279998779296875;;358.75;217.25;468.5;1156.5;264.29998779296875;30.549999237060547;871.25;166.89999389648438;59.79999923706055;135.8000030517578;3211.0;126.69999694824219;63.279998779296875;257.6000061035156;;15.239999771118164
2016-01-01;1930.0;16356.0;4263.0;;161.03125;129.578125;120.671875;109.3125;1116.4000244140625;1116.4000244140625;14.229000091552734;14.229000091552734;872.2999877929688;2.063999891281128;497.5;33.619998931884766;1.0550999641418457;2.2980000972747803;1.1030999422073364;34.7400016784668;;372.0;200.75;472.0;1135.0;272.3999938964844;30.8799991607666;882.25;157.25;65.80000305175781;135.3000030517578;2761.0;116.3499984741211;61.130001068115234;240.39999389648438;;13.140000343322754
2016-02-01;1929.5;16497.0;4201.25;;165.875;130.90625;121.1015625;109.2890625;1233.9000244140625;1234.4000244140625;14.895999908447266;14.895999908447266;933.7000122070312;2.128499984741211;495.6000061035156;33.75;1.0759999752044678;1.7109999656677246;1.0497000217437744;35.970001220703125;;353.5;169.25;445.0;1049.5;259.29998779296875;30.639999389648438;853.0;158.14999389648438;69.9749984741211;139.5;2949.0;112.6500015258789;58.0099983215332;254.0;;14.5600004196167
2016-03-01;2051.5;17595.0;4476.25;;164.4375;130.390625;121.34375;109.4140625;1234.199951171875;1234.199951171875;15.460000038146973;15.460000038146973;976.5999755859375;2.18149995803833;563.0499877929688;38.34000015258789;1.1848000288009644;1.9589999914169312;1.4264999628067017;39.599998474121094;;351.5;185.5;476.25;969.0;270.29998779296875;34.220001220703125;910.75;160.97500610351562;68.3499984741211;132.9250030517578;2950.0;127.44999694824219;58.439998626708984;310.70001220703125;;15.350000381469727
2016-04-01;2059.0;17693.0;4331.5;;163.3125;130.0625;120.9140625;109.3125;1289.199951171875;1290.5;17.788999557495117;17.788999557495117;1077.9000244140625;2.2790000438690186;627.9000244140625;45.91999816894531;1.3779000043869019;2.177999973297119;1.5848000049591064;48.130001068115234;;390.25;193.5;465.25;1084.0;332.1000061035156;32.880001068115234;1021.0;140.4250030517578;77.9000015258789;123.0999984741211;3207.0;120.8499984741211;63.7599983215332;295.6000061035156;;16.15999984741211
